Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
-0.5363245107296514,1.5662459224497125,0.8622082690502787,0.05654312980212756,-0.9868397449823925,-0.4936175405595873,1
-1.4860574340536559,1.3066328075069458,0.5184414513159151,0.8858818592204507,-0.5317373696732767,-1.3221199734538605,0
-1.7874683621481224,1.652783627430635,1.205053122522616,-0.8912725609616701,0.17756879571271167,-1.4047586749221526,0
-1.2178408771798337,0.0951049377740337,0.2495260431861085,-0.5950801575979833,0.9127501875454438,-0.7408490891325997,1
0.39693761998760363,-1.2029606369398007,-0.38917360343515295,-0.29888775423429637,0.6667623287421862,1.0674333070214697,2
-0.9793002194726563,0.0951049377740337,0.27397892565050486,-1.4244188870163064,1.345339707486471,-0.6960980942046747,1
0.4196006424579284,-1.1164229319588785,-1.5574378496873718,1.774459069311511,-0.09029049552216399,-0.13706936454107854,2
0.8178819084980132,-0.16450817716873323,-1.1940764242108328,0.1750200911476024,0.23437984210925622,0.09150141841014314,2
-1.4301216739228657,1.3931705124878682,-0.9856159567972358,0.7674048978749759,0.21316245556014682,-0.7843188875627978,0
0.6351396005748952,-1.1164229319588785,1.6915092674937948,1.0635973012386628,-1.1709113603819201,-1.07565535804256,1
1.2846865091788708,1.3931705124878682,0.40998167953373327,-0.1211723122160844,-1.7206233604043861,0.8262238001073976,2
-0.8683789329237835,-0.7702721120351893,1.1338745791846785,-0.35812623490703377,0.24442639854832202,-0.1913710377136179,1
-0.7158151178322015,0.18164264275495606,-1.082166950249718,1.2413127432568747,0.28887144228348777,-0.8718940221802046,2
-1.5186792341988613,1.133557397545101,1.0254125417125486,1.0043588205659255,-0.6032997227688119,-0.8171984275862584,0
1.314518890437135,-1.4625737518825677,-0.4417821676505418,-1.1874649643253568,1.1136447288063578,1.1988010048622584,2
-0.32606826034724073,-1.4625737518825677,-0.6350077502670941,-0.4173647155797712,1.5422362006808872,0.3013943372792877,1
0.6666641850502798,0.5277934626786452,1.5916547470693778,-0.6543186382707206,-0.9231413398328918,0.7992002330440667,2
0.5224896100615978,0.18164264275495606,1.1429040889117903,-0.4173647155797712,-1.0056386387483245,0.13291574038772277,2
0.19689414930055166,-0.2510458821496556,-1.693540357745936,-1.246703444998094,1.9434336566921322,0.23902484925379974,2
-0.7382556005309431,0.008567232793111324,1.3538073802622148,-0.713557118943458,0.01615890231459241,-0.5384713502015486,1
-0.3046787358826432,0.8739442826023343,-0.9110760555829012,-1.3059419256708316,1.175034328021248,-0.713943728086289,1
1.6313540553414922,1.047019692564179,0.5455272759328226,-0.06193383154334699,-1.697404092264382,0.6072070618554231,2
0.632834696944192,-1.1164229319588785,1.0770193701516528,-0.06193383154334699,-0.8573322231766445,0.3295896207328623,2
-1.3024805442981244,-0.2510458821496556,0.7682327769590575,1.4782666659478243,-0.9161692202126221,-0.8931432809481409,1
-1.7874683621481224,0.008567232793111324,-0.45364107680975413,-0.8320340802889327,1.5933791115198919,-1.6637701234190756,0
1.6359584233451643,-0.5971967020733447,-0.1306063724821793,0.6489279365295011,-1.0446254367630314,0.3293017382876951,2
-0.5970634135521269,1.652783627430635,1.4251472781937164,-1.0689880029798822,-0.6794980263848172,-1.4822326241604424,1
-0.4157394654093917,-1.6356491618444122,0.4654923031509424,0.1750200911476024,0.8132838920573537,-0.9810658799731493,1
-1.7874683621481224,-0.7702721120351893,1.3184177513264024,-0.7727955996161954,1.0120137400195148,-1.045955911724863,0
1.784709118904947,-0.8568098170161117,0.6474078184690598,0.5304509751840266,-1.45831448969927,0.36131361234341575,2
-0.7636379319237047,0.787406577621412,-0.7253735773312449,0.6489279365295011,0.017103853149222085,-0.004473794768015858,1
-1.3937171252937817,1.133557397545101,-0.7058623384226429,-0.9505110416344074,1.3910121248598395,0.3918194133675187,0
-1.7349552362595668,0.35471805271680046,0.7268521539945689,-1.542895848361781,1.535818848476411,-2.0284621747641345,0
0.6057152138855592,-1.1164229319588785,0.7961673596603317,-0.2396492735615592,0.020534176302687737,0.3416779857186288,2
1.75098247202056,-1.2029606369398007,-0.69155293562587,-1.1874649643253568,0.7609512529641774,1.681885682234758,2
0.7404132963523162,0.18164264275495606,0.09833868611181434,-0.8912725609616701,-0.22012863370680114,0.1324425992546533,2
-1.4350519513622113,1.3931705124878682,1.6915092674937948,0.41197401383855176,-0.9492993348657273,-1.8503397992393935,0
0.8791021591702258,1.3931705124878682,1.2814251623690354,-0.4766031962525086,-1.4785130486206235,-0.12207390244147079,2
0.41224430651767907,-1.4625737518825677,-1.2949343310395462,1.596743627293299,-0.0746815362784966,0.4083054865118419,2
-1.7874683621481224,-1.2029606369398007,0.09791359284817412,0.8858818592204507,0.9247364123672936,-1.6260842520209424,0
0.43219980470128655,-0.9433475219970341,0.7617276543879029,-0.7727955996161954,0.3580587392052083,1.3528744566213757,2
0.7475075572437282,1.2200951025260234,0.5090131692552564,-0.2396492735615592,-1.0096682767067389,-0.04548792735114016,2
-1.178941362627722,-0.4241212921115002,-0.8216584722473209,-0.713557118943458,1.8313697904317132,-0.6971280990237947,0
1.784709118904947,0.4412557576977228,0.7206113612780224,-0.713557118943458,-1.231022460216843,1.1073144063484244,2
0.7794445374236423,0.008567232793111324,-1.2141972859593355,0.9451203398931879,-0.1475571108867215,-0.7129240952425074,1
1.784709118904947,1.5662459224497125,1.390151496911927,-1.4244188870163064,-1.4867498883498622,1.2674494138515902,2
-1.4937519455923434,1.4797082174687906,-0.3068671476818963,1.8336975499842483,-0.7361463081236462,-1.5986792046029694,0
1.6603424371978943,-0.5971967020733447,-1.2691215932162059,0.35273553316581435,-0.052918103318627285,-0.006179680859429599,2
1.5390192722400722,0.7008688726404896,0.2327551960122492,-1.4244188870163064,-0.34211206558699164,1.1842661191632118,2
1.4568461430566648,0.8739442826023343,0.6876426031434857,-0.29888775423429637,-1.3752760847163636,0.023418152835904073,2
-0.16501053011059572,-0.6837344070542671,1.194773678531576,1.3005512239296124,-0.9436978536628584,0.13740488950161156,1
1.2894118142578632,0.5277934626786452,0.6550759668047276,0.2342585718203398,-1.4343518230054808,2.716545193289164,2
1.4621209021346573,-0.5106589970924226,-0.32765907773824227,-1.246703444998094,0.4113347427805818,0.8962016475000073,2
-0.018787077127501467,0.18164264275495606,-0.8576165329789571,0.47121249451128916,0.26707860007399803,0.44980330785906125,1
-1.625711393235087,-1.6356491618444122,1.1980289074678394,-0.29888775423429637,1.2147617600496199,-1.019345521846229,0
0.964755554443076,-0.9433475219970341,0.4806048181154498,-1.3059419256708316,0.5975876227726321,0.04094438892449635,2
-1.2510012608652352,0.0951049377740337,0.30921187914945053,0.6489279365295011,0.264992319259217,-2.483260142189436,0
1.3056810137051353,-0.7702721120351893,-0.0605111927233617,-1.3059419256708316,0.6615041863720728,0.6038647530325425,2
-1.582422704961086,1.652783627430635,1.2691622377681426,0.7674048978749759,-1.02334927247153,-2.07178875557297,0
-1.4614835800236423,-0.8568098170161117,0.11322773375790342,0.9451203398931879,0.4350578767884562,-1.2274402152798152,0
0.5532273246948184,-0.7702721120351893,1.6057916340762048,0.47121249451128916,-1.2450208099427729,1.5892267691959892,2
0.21121767131876987,-0.8568098170161117,-0.26036741236618555,1.0635973012386628,0.0395972998743576,0.7910114255284373,1
-0.7158151178322015,-1.289498341920723,-1.6930853532905727,-1.4836573676890434,3.4496022761596414,-0.8365218464790991,2
0.05262974683585582,-1.3760360469016455,-0.12999715407679627,0.05654312980212756,0.6655568814739915,0.536099881529766,1
-1.0390969557969565,-0.2510458821496556,-0.3041504526086544,0.589689455856764,0.6769970451596414,-1.09791287681371,0
-0.19342326176934443,0.4412557576977228,0.08213611367355327,1.4190281852750866,-0.8970660348987163,-0.21616598320972602,1
0.4517230671643536,-1.1164229319588785,-1.5925490469902772,0.7081664172022385,0.5975461488014064,0.6327427980656152,2
1.7515337001494673,0.26818034773587807,-0.4239740158602449,0.35273553316581435,-0.947533421962119,0.8645933880034583,2
-0.22901904740380052,0.18164264275495606,1.4691500442650562,-0.4766031962525086,-0.6589784058942684,0.19752368988263688,1
-1.7757180703562725,-0.5971967020733447,0.6992358573934181,-1.542895848361781,1.3844286595232318,-1.4427662624492439,0
1.1425725777088935,-0.7702721120351893,-1.3341772636136702,0.8858818592204507,-0.21599990890615858,1.3421681099170908,2
0.9531662072870422,1.047019692564179,-0.7795097258892317,-1.0097495223071447,0.04265061377311772,0.6044099062611958,2
1.1188778818134721,1.047019692564179,1.6589291448329615,-1.1282264836526195,-1.1800993472151995,1.2040940018932054,2
-0.5539109414004342,1.4797082174687906,1.5050405126050643,-0.5358416769252459,-0.7032780546065701,-0.7926380749976901,1
0.8202665048339849,0.8739442826023343,-1.6044106170894379,1.596743627293299,-1.1972775262341167,1.540233249019089,2
-0.8436773023185948,1.3931705124878682,-0.576385785224715,-1.542895848361781,0.777572674163324,-0.6314574842038012,1
1.6436075836161321,-1.3760360469016455,-1.1429701654598907,1.774459069311511,-0.8412493622679195,1.0625284286655374,2
0.6069886670808495,-0.16450817716873323,-0.7775311534161965,-0.4173647155797712,0.39564766980445315,0.7796747260777256,2
