Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,cluster_kmeans,cluster_dbscan,cluster_fuzzy,cluster_subtractive
-0.5363245107296514,1.5662459224497125,0.8622082690502787,0.0565431298021275,-0.9868397449823924,-0.4936175405595873,1,0,2,3
-1.486057434053656,1.3066328075069458,0.5184414513159151,0.8858818592204507,-0.5317373696732767,-1.3221199734538605,1,0,2,3
-1.7874683621481224,1.652783627430635,1.205053122522616,-0.8912725609616701,0.1775687957127116,-1.4047586749221526,1,0,2,3
-1.2178408771798337,0.0951049377740337,0.2495260431861085,-0.5950801575979833,0.9127501875454438,-0.7408490891325997,2,0,1,0
0.3969376199876036,-1.2029606369398007,-0.3891736034351529,-0.2988877542342963,0.6667623287421862,1.0674333070214697,0,0,1,0
-0.9793002194726564,0.0951049377740337,0.2739789256505048,-1.4244188870163064,1.345339707486471,-0.6960980942046747,2,0,1,0
0.4196006424579284,-1.1164229319588783,-1.5574378496873718,1.774459069311511,-0.0902904955221639,-0.1370693645410785,1,0,2,4
0.8178819084980132,-0.1645081771687332,-1.1940764242108328,0.1750200911476024,0.2343798421092562,0.0915014184101431,0,0,2,0
-1.4301216739228657,1.3931705124878682,-0.9856159567972358,0.7674048978749759,0.2131624555601468,-0.7843188875627978,1,0,2,2
0.6351396005748952,-1.1164229319588783,1.6915092674937948,1.0635973012386628,-1.17091136038192,-1.07565535804256,1,-1,2,7
1.2846865091788708,1.3931705124878682,0.4099816795337332,-0.1211723122160844,-1.720623360404386,0.8262238001073976,0,0,0,1
-0.8683789329237835,-0.7702721120351893,1.1338745791846785,-0.3581262349070337,0.244426398548322,-0.1913710377136179,1,0,1,0
-0.7158151178322015,0.181642642754956,-1.082166950249718,1.241312743256875,0.2888714422834877,-0.8718940221802046,1,0,2,2
-1.5186792341988613,1.133557397545101,1.0254125417125486,1.0043588205659255,-0.6032997227688119,-0.8171984275862584,1,0,2,3
1.314518890437135,-1.4625737518825677,-0.4417821676505418,-1.1874649643253568,1.1136447288063578,1.1988010048622584,0,0,0,0
-0.3260682603472407,-1.4625737518825677,-0.6350077502670941,-0.4173647155797712,1.5422362006808872,0.3013943372792877,2,0,1,5
0.6666641850502798,0.5277934626786452,1.5916547470693778,-0.6543186382707206,-0.9231413398328918,0.7992002330440667,0,0,0,1
0.5224896100615978,0.181642642754956,1.1429040889117903,-0.4173647155797712,-1.0056386387483245,0.1329157403877227,0,0,0,1
0.1968941493005516,-0.2510458821496556,-1.693540357745936,-1.246703444998094,1.943433656692132,0.2390248492537997,2,0,1,5
-0.7382556005309431,0.0085672327931113,1.3538073802622148,-0.713557118943458,0.0161589023145924,-0.5384713502015486,1,0,2,3
-0.3046787358826432,0.8739442826023343,-0.9110760555829012,-1.3059419256708316,1.175034328021248,-0.713943728086289,2,0,1,5
1.6313540553414922,1.047019692564179,0.5455272759328226,-0.0619338315433469,-1.697404092264382,0.6072070618554231,0,0,0,1
0.632834696944192,-1.1164229319588783,1.0770193701516528,-0.0619338315433469,-0.8573322231766445,0.3295896207328623,0,0,0,7
-1.3024805442981244,-0.2510458821496556,0.7682327769590575,1.4782666659478243,-0.916169220212622,-0.8931432809481409,1,0,2,6
-1.7874683621481224,0.0085672327931113,-0.4536410768097541,-0.8320340802889327,1.593379111519892,-1.6637701234190756,2,0,1,5
1.6359584233451645,-0.5971967020733447,-0.1306063724821793,0.6489279365295011,-1.0446254367630314,0.3293017382876951,0,0,0,4
-0.5970634135521269,1.652783627430635,1.4251472781937164,-1.0689880029798822,-0.6794980263848172,-1.4822326241604424,1,0,2,3
-0.4157394654093917,-1.6356491618444122,0.4654923031509424,0.1750200911476024,0.8132838920573537,-0.9810658799731492,2,0,1,6
-1.7874683621481224,-0.7702721120351893,1.3184177513264024,-0.7727955996161954,1.0120137400195148,-1.045955911724863,2,0,1,6
1.784709118904947,-0.8568098170161117,0.6474078184690598,0.5304509751840266,-1.45831448969927,0.3613136123434157,0,0,0,7
-0.7636379319237047,0.787406577621412,-0.7253735773312449,0.6489279365295011,0.017103853149222,-0.0044737947680158,1,0,2,2
-1.3937171252937817,1.133557397545101,-0.7058623384226429,-0.9505110416344074,1.3910121248598395,0.3918194133675187,2,0,1,0
-1.7349552362595668,0.3547180527168004,0.7268521539945689,-1.542895848361781,1.535818848476411,-2.0284621747641345,2,0,1,3
0.6057152138855592,-1.1164229319588783,0.7961673596603317,-0.2396492735615592,0.0205341763026877,0.3416779857186288,0,0,0,7
1.75098247202056,-1.2029606369398007,-0.69155293562587,-1.1874649643253568,0.7609512529641774,1.681885682234758,0,0,0,7
0.7404132963523162,0.181642642754956,0.0983386861118143,-0.8912725609616701,-0.2201286337068011,0.1324425992546533,0,0,0,0
-1.4350519513622113,1.3931705124878682,1.6915092674937948,0.4119740138385517,-0.9492993348657272,-1.8503397992393933,1,0,2,3
0.8791021591702258,1.3931705124878682,1.2814251623690354,-0.4766031962525086,-1.4785130486206235,-0.1220739024414707,0,0,0,1
0.412244306517679,-1.4625737518825677,-1.2949343310395462,1.596743627293299,-0.0746815362784966,0.4083054865118419,0,0,2,4
-1.7874683621481224,-1.2029606369398007,0.0979135928481741,0.8858818592204507,0.9247364123672936,-1.6260842520209424,2,0,1,6
0.4321998047012865,-0.943347521997034,0.7617276543879029,-0.7727955996161954,0.3580587392052083,1.3528744566213755,0,0,0,7
0.7475075572437282,1.2200951025260234,0.5090131692552564,-0.2396492735615592,-1.0096682767067389,-0.0454879273511401,0,0,0,1
-1.178941362627722,-0.4241212921115002,-0.8216584722473209,-0.713557118943458,1.8313697904317128,-0.6971280990237947,2,0,1,5
1.784709118904947,0.4412557576977228,0.7206113612780224,-0.713557118943458,-1.231022460216843,1.1073144063484244,0,0,0,1
0.7794445374236423,0.0085672327931113,-1.2141972859593355,0.945120339893188,-0.1475571108867215,-0.7129240952425074,1,0,2,2
1.784709118904947,1.5662459224497125,1.390151496911927,-1.4244188870163064,-1.4867498883498622,1.2674494138515902,0,0,0,1
